colony,property_type,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,servant room,store room,furnishing_type,Overlooking_Categories,luxury_category,price
18.0,0.0,8.0,1.0,4,4,3,2410.0,0,0,1,0.0,2.0,140.0
4.0,0.0,3.0,0.0,2,2,1,840.0,0,0,0,3.0,1.0,26.0
34.0,0.0,1.0,0.0,3,2,3,1200.0,0,0,1,1.0,2.0,50.0
32.0,0.0,3.0,2.0,1,1,1,7800.0,0,0,1,3.0,1.0,14.5
20.0,0.0,3.0,0.0,2,1,1,900.0,0,0,2,3.0,1.0,25.0
20.0,1.0,2.0,1.0,3,3,1,1900.0,0,0,1,1.0,2.0,82.0
9.0,0.0,4.0,2.0,2,2,1,1010.5816558143232,0,0,1,3.0,1.0,40.0
9.0,0.0,1.0,0.0,2,2,2,660.0,0,0,2,1.0,0.0,55.0
14.0,1.0,2.0,1.0,4,4,2,985.0,0,0,1,1.0,1.0,75.0
14.0,1.0,2.0,2.0,3,2,2,1250.0,0,0,1,3.0,2.0,135.0
6.0,0.0,2.0,1.0,3,2,1,1200.0,0,0,1,1.0,2.0,40.0
16.0,0.0,2.0,2.0,3,2,2,1260.0,0,0,1,2.0,1.0,30.0
0.0,0.0,1.0,2.0,2,2,1,720.0,0,0,0,3.0,1.0,23.0
1.0,0.0,3.0,2.0,3,2,2,876.0,0,0,1,3.0,1.0,40.0
31.0,0.0,3.0,0.0,2,2,1,650.0,0,0,1,3.0,1.0,27.0
10.0,1.0,2.0,2.0,5,4,2,1800.0,0,0,1,3.0,1.0,18.0
1.0,1.0,1.0,2.0,3,3,1,2400.0,0,0,1,3.0,1.0,295.0
17.0,1.0,3.0,1.0,7,6,3,3600.0,1,0,1,3.0,1.0,251.0
18.0,0.0,2.0,1.0,3,3,2,1620.0,0,0,1,1.0,2.0,38.0
14.0,1.0,2.0,1.0,4,2,1,1750.0,0,0,1,1.0,1.0,65.0
11.0,1.0,1.0,1.0,1,1,1,765.0,0,0,1,3.0,1.0,29.0
4.0,0.0,6.0,1.0,2,2,2,770.0,0,0,0,1.0,1.0,35.0
6.0,1.0,2.0,2.0,3,3,2,1200.0,0,0,1,3.0,1.0,138.0
9.0,1.0,3.0,1.0,4,3,0,6000.0,0,0,1,3.0,2.0,500.0
4.0,1.0,3.0,2.0,5,5,3,2150.0,1,0,1,1.0,1.0,215.0
10.0,1.0,1.0,1.0,3,2,1,1200.0,0,0,0,3.0,1.0,40.0
11.0,1.0,3.0,0.0,3,2,2,1152.0,0,0,1,3.0,1.0,75.0
22.0,0.0,2.0,0.0,2,2,1,751.0,0,0,1,2.0,2.0,24.99
12.0,0.0,7.0,2.0,2,2,3,1049.4501810379509,0,0,0,0.0,2.0,65.0
32.0,1.0,2.0,2.0,4,4,2,2000.0,0,0,1,3.0,1.0,150.0
14.0,1.0,2.0,1.0,3,3,1,900.0,0,0,1,3.0,2.0,90.0
22.0,0.0,1.0,0.0,2,2,2,917.0,0,0,0,0.0,2.0,27.8
9.0,1.0,2.0,1.0,4,3,2,1600.0,0,0,1,1.0,1.0,137.0
4.0,0.0,8.0,1.0,4,3,3,2580.0,0,0,1,0.0,2.0,55.0
33.0,1.0,2.0,1.0,3,3,2,2000.0,0,0,1,3.0,1.0,110.0
18.0,1.0,2.0,0.0,4,4,2,2400.0,0,0,0,1.0,2.0,150.0
17.0,1.0,3.0,1.0,6,2,2,2000.0,0,0,1,1.0,1.0,48.0
34.0,1.0,1.0,2.0,5,5,2,4140.0,1,1,1,1.0,2.0,560.0
5.0,1.0,2.0,0.0,4,3,1,1800.0,0,0,0,1.0,1.0,92.8
1.0,1.0,1.0,2.0,2,1,0,600.0,0,0,1,3.0,1.0,15.0
20.0,1.0,2.0,1.0,3,3,1,1400.0,0,0,1,1.0,1.0,60.0
33.0,0.0,5.0,1.0,2,2,1,1011.0,0,0,1,0.0,2.0,35.0
34.0,0.0,2.0,0.0,3,2,3,1243.79280715609,0,0,1,3.0,1.0,75.0
13.0,0.0,3.0,1.0,3,2,0,1075.0,0,0,1,3.0,1.0,19.5
20.0,0.0,1.0,1.0,3,2,2,1100.0,0,0,1,0.0,2.0,31.0
26.0,1.0,2.0,1.0,3,3,1,800.0,0,0,1,0.0,1.0,49.0
34.0,1.0,2.0,2.0,5,4,2,1500.0,0,0,0,3.0,1.0,120.0
35.0,0.0,6.0,1.0,4,4,2,2280.0,0,0,1,0.0,2.0,125.0
10.0,1.0,3.0,0.0,5,4,3,2500.0,0,0,1,3.0,1.0,250.0
34.0,1.0,2.0,1.0,2,2,2,450.0,0,0,1,1.0,2.0,30.0
30.0,0.0,1.0,0.0,4,4,3,1500.0,0,0,1,3.0,1.0,57.0
31.0,0.0,1.0,2.0,2,1,0,720.0,0,0,1,3.0,1.0,15.0
24.0,0.0,3.0,1.0,2,2,1,610.2358460109566,0,0,1,3.0,2.0,16.75
21.0,1.0,2.0,1.0,3,3,2,990.0,0,0,1,3.0,1.0,78.0
10.0,1.0,1.0,1.0,1,1,0,840.0,0,0,1,1.0,1.0,15.0
24.0,0.0,3.0,1.0,3,2,3,936.0,0,0,1,3.0,2.0,22.0
18.0,1.0,2.0,0.0,3,3,1,2000.0,0,0,1,3.0,1.0,95.0
34.0,1.0,3.0,2.0,2,5,2,2800.0,0,0,0,1.0,1.0,120.0
22.0,1.0,2.0,0.0,3,3,3,800.0,0,0,1,0.0,2.0,68.0
16.0,1.0,2.0,0.0,4,3,3,1500.0,0,1,1,3.0,1.0,130.0
26.0,1.0,1.0,2.0,4,3,1,2500.0,0,0,1,3.0,1.0,300.0
1.0,1.0,2.0,2.0,4,3,2,3500.0,0,0,1,1.0,1.0,432.0
1.0,0.0,1.0,2.0,3,2,2,1200.0,0,0,1,3.0,1.0,45.0
26.0,0.0,3.0,1.0,3,3,2,1561.0,1,0,0,2.0,0.0,69.0
14.0,1.0,2.0,3.0,5,5,2,3200.0,0,1,1,0.0,2.0,250.0
12.0,0.0,1.0,2.0,2,2,0,600.0,0,0,1,3.0,1.0,25.0
24.0,0.0,1.0,2.0,3,2,3,1250.0,0,0,1,3.0,1.0,23.0
29.0,1.0,1.0,1.0,2,1,1,786.0,0,0,1,1.0,1.0,19.9
9.0,0.0,5.0,1.0,2,3,2,1500.0,0,0,1,1.0,2.0,70.0
33.0,1.0,1.0,1.0,3,3,2,1200.0,0,0,1,1.0,2.0,86.0
0.0,1.0,4.0,2.0,1,4,1,450.0,0,0,1,1.0,1.0,55.0
18.0,0.0,5.0,0.0,3,2,2,1041.6764759932253,0,0,0,0.0,2.0,40.0
18.0,1.0,2.0,1.0,7,7,3,5125.0,0,0,1,0.0,2.0,225.0
20.0,0.0,6.0,0.0,2,2,1,880.8,0,0,0,0.0,2.0,20.0
26.0,1.0,1.0,1.0,1,1,0,512.0,0,0,1,3.0,1.0,29.0
20.0,0.0,4.0,0.0,3,2,1,1158.0,0,0,1,0.0,2.0,32.0
18.0,1.0,2.0,1.0,4,4,2,2300.0,1,1,1,0.0,2.0,125.0
20.0,1.0,2.0,1.0,3,3,1,1750.0,0,0,0,1.0,2.0,95.0
10.0,0.0,1.0,2.0,2,2,1,660.0,0,0,1,3.0,2.0,23.0
10.0,1.0,2.0,2.0,3,2,1,720.0,0,0,1,1.0,1.0,65.0
35.0,1.0,2.0,2.0,4,4,1,2000.0,0,0,1,3.0,1.0,140.0
26.0,1.0,2.0,1.0,4,4,2,2000.0,0,0,1,1.0,1.0,120.0
9.0,0.0,2.0,1.0,2,2,1,800.0,0,0,1,0.0,2.0,35.0
19.0,1.0,2.0,1.0,4,4,2,1000.0,0,0,1,3.0,1.0,95.0
15.0,0.0,1.0,1.0,2,2,2,681.6,0,0,1,3.0,1.0,32.0
20.0,0.0,6.0,3.0,3,2,2,902.0,0,0,1,0.0,2.0,30.0
28.0,1.0,2.0,1.0,2,2,1,780.0,0,0,1,3.0,2.0,58.0
4.0,1.0,2.0,0.0,4,4,2,1250.0,0,0,1,1.0,1.0,150.0
12.0,0.0,8.0,2.0,3,3,2,1682.4,0,0,1,1.0,2.0,141.0
3.0,1.0,1.0,0.0,2,2,0,1077.0,0,0,1,3.0,1.0,52.0
1.0,0.0,2.0,2.0,3,2,3,1327.0,0,0,1,3.0,1.0,50.0
6.0,1.0,2.0,1.0,3,2,1,950.0,0,0,1,3.0,1.0,75.0
26.0,1.0,2.0,1.0,5,3,2,1000.0,1,0,1,3.0,1.0,80.0
4.0,0.0,3.0,2.0,2,2,1,960.0,0,0,1,3.0,2.0,32.0
20.0,1.0,2.0,0.0,3,3,0,969.0,0,0,1,1.0,1.0,80.0
11.0,1.0,1.0,1.0,1,1,1,1350.0,0,0,1,1.0,1.0,20.0
10.0,1.0,2.0,0.0,3,3,2,1246.0,0,0,1,3.0,1.0,70.0
26.0,1.0,2.0,1.0,5,4,3,4200.0,1,0,1,3.0,1.0,140.0
24.0,0.0,2.0,0.0,3,2,3,1290.0,0,0,1,0.0,2.0,22.0
25.0,1.0,1.0,2.0,3,2,0,800.0,0,0,1,1.0,1.0,40.0
15.0,0.0,5.0,1.0,3,3,2,1430.0,0,0,1,3.0,1.0,37.0
18.0,1.0,1.0,0.0,3,3,1,788.0,0,0,1,1.0,1.0,36.1
28.0,1.0,2.0,0.0,2,2,1,1530.0,0,0,1,3.0,2.0,50.0
17.0,1.0,2.0,2.0,6,4,3,3600.0,0,0,1,3.0,2.0,320.0
12.0,1.0,2.0,2.0,5,4,1,1000.0,0,0,2,1.0,2.0,170.0
23.0,1.0,2.0,0.0,4,3,1,2500.0,0,0,2,0.0,1.0,225.0
23.0,0.0,1.0,0.0,2,2,1,900.0,0,0,1,3.0,1.0,25.0
12.0,0.0,2.0,1.0,3,4,2,2580.0,1,0,0,2.0,2.0,250.0
0.0,0.0,1.0,1.0,3,2,1,915.6,0,0,2,3.0,1.0,18.5
4.0,1.0,3.0,1.0,5,4,1,2550.0,0,0,1,3.0,1.0,155.0
19.0,1.0,2.0,0.0,2,3,2,750.0,0,0,1,3.0,1.0,35.0
15.0,1.0,2.0,1.0,3,3,1,1100.0,0,0,1,1.0,1.0,40.0
20.0,0.0,6.0,0.0,3,2,3,1088.3187062615789,0,0,1,0.0,2.0,34.0
22.0,0.0,2.0,0.0,2,2,0,485.8565652953477,0,0,1,3.0,1.0,22.0
4.0,0.0,1.0,1.0,3,3,3,1794.0,0,0,1,2.0,2.0,55.0
19.0,1.0,1.0,0.0,2,2,2,1050.0,0,0,1,1.0,2.0,55.0
22.0,0.0,3.0,2.0,2,2,1,528.0,0,0,1,3.0,2.0,15.0
22.0,0.0,2.0,2.0,2,2,1,696.0,0,0,1,3.0,1.0,17.0
15.0,0.0,3.0,0.0,3,2,1,1300.0,0,0,0,3.0,2.0,32.0
18.0,1.0,2.0,1.0,3,3,2,1100.0,0,0,1,2.0,1.0,40.0
22.0,1.0,3.0,1.0,4,4,2,1250.0,0,0,2,1.0,1.0,225.0
27.0,1.0,2.0,1.0,4,3,1,1456.0,0,0,1,3.0,1.0,102.0
33.0,1.0,3.0,1.0,4,4,2,2000.0,0,0,1,1.0,1.0,90.0
28.0,1.0,1.0,1.0,2,2,1,730.0,0,0,1,3.0,1.0,16.0
10.0,1.0,2.0,0.0,4,4,2,4500.0,0,0,0,0.0,0.0,500.0
18.0,0.0,6.0,1.0,2,2,1,880.7607815674062,0,0,0,1.0,2.0,40.0
36.0,0.0,2.0,1.0,2,2,1,1067.0,0,0,1,1.0,2.0,35.0
18.0,1.0,3.0,1.0,6,7,3,5500.0,1,0,2,1.0,0.0,500.0
14.0,0.0,1.0,2.0,2,2,1,583.0278783544172,0,0,1,3.0,1.0,25.0
22.0,1.0,1.0,1.0,2,1,0,800.0,0,0,1,3.0,1.0,30.0
22.0,0.0,1.0,0.0,3,2,1,800.0,0,0,1,3.0,1.0,55.0
14.0,1.0,2.0,2.0,2,1,0,450.0,0,0,1,1.0,2.0,12.5
25.0,0.0,3.0,1.0,2,2,1,720.0,0,0,1,3.0,1.0,20.0
35.0,0.0,1.0,2.0,4,3,0,700.0,0,0,1,3.0,1.0,21.0
18.0,0.0,1.0,0.0,3,2,3,1049.4501810379509,0,0,1,3.0,1.0,32.0
14.0,1.0,1.0,1.0,2,2,1,1000.0,0,0,1,3.0,1.0,25.0
4.0,1.0,2.0,2.0,3,3,2,800.0,0,0,1,1.0,1.0,60.0
3.0,0.0,5.0,0.0,3,2,2,850.0,0,0,0,1.0,2.0,29.0
18.0,1.0,2.0,1.0,3,3,1,1560.0,0,0,1,1.0,1.0,45.0
20.0,0.0,8.0,0.0,2,2,2,840.0,0,0,2,1.0,2.0,30.0
29.0,1.0,2.0,1.0,3,2,2,1000.0,0,0,1,1.0,2.0,49.0
29.0,1.0,3.0,1.0,3,4,2,650.0,0,0,1,3.0,1.0,35.0
5.0,1.0,2.0,2.0,3,3,1,1650.0,0,0,0,3.0,2.0,110.0
23.0,0.0,5.0,0.0,3,3,0,1480.0,0,0,1,3.0,1.0,75.0
22.0,1.0,2.0,1.0,3,3,2,1100.0,0,0,1,0.0,1.0,75.0
18.0,0.0,5.0,1.0,3,2,2,1185.0,0,0,0,3.0,2.0,55.0
22.0,0.0,1.0,2.0,2,2,2,780.0,0,0,1,1.0,1.0,24.0
24.0,0.0,2.0,0.0,3,2,0,777.3705044725563,0,0,1,0.0,2.0,22.0
19.0,0.0,3.0,1.0,2,2,2,884.4,0,0,1,3.0,1.0,26.0
20.0,0.0,1.0,0.0,2,2,1,810.0,0,0,1,0.0,2.0,25.0
11.0,1.0,1.0,0.0,4,3,0,2000.0,0,0,1,1.0,1.0,50.0
12.0,0.0,4.0,1.0,3,3,2,1765.0,1,0,0,2.0,2.0,200.0
9.0,0.0,3.0,1.0,2,2,1,583.0278783544172,0,0,1,3.0,1.0,22.0
27.0,0.0,2.0,1.0,1,1,1,660.0,0,0,1,1.0,1.0,11.5
22.0,1.0,3.0,1.0,2,1,0,1500.0,0,0,0,3.0,1.0,400.0
26.0,0.0,3.0,0.0,2,1,1,520.8382379966126,0,0,1,0.0,2.0,20.0
31.0,1.0,2.0,2.0,4,5,0,3000.0,0,1,0,3.0,1.0,125.0
4.0,0.0,3.0,0.0,1,1,2,550.0,0,0,0,3.0,2.0,23.9
22.0,0.0,5.0,1.0,3,1,3,1134.960936529932,0,0,1,2.0,2.0,49.99
9.0,1.0,2.0,1.0,4,4,1,3050.0,0,0,1,1.0,1.0,150.0
6.0,1.0,2.0,2.0,3,3,1,2000.0,0,0,1,1.0,2.0,90.0
27.0,0.0,2.0,0.0,2,2,2,829.0,0,0,2,3.0,1.0,26.5
18.0,0.0,1.0,0.0,3,2,2,1680.0,0,0,1,0.0,2.0,32.0
17.0,0.0,1.0,2.0,3,2,1,1165.2,0,0,1,3.0,1.0,28.0
18.0,1.0,3.0,1.0,5,4,2,4000.0,1,0,0,1.0,2.0,215.0
22.0,0.0,2.0,1.0,2,2,2,863.0,0,0,0,0.0,2.0,36.0
19.0,1.0,2.0,1.0,4,2,0,1200.0,0,0,1,3.0,1.0,24.0
9.0,0.0,5.0,0.0,1,1,1,350.0,0,0,1,0.0,2.0,15.0
3.0,0.0,3.0,0.0,2,2,2,1126.8,0,0,1,1.0,1.0,24.0
10.0,0.0,3.0,0.0,2,2,0,583.0278783544172,0,0,1,3.0,1.0,28.0
26.0,0.0,2.0,0.0,2,2,0,730.7282742042029,0,0,1,0.0,2.0,25.5
20.0,0.0,3.0,1.0,2,2,0,1440.0,0,0,1,0.0,2.0,29.5
14.0,0.0,2.0,0.0,2,1,3,900.0,0,0,1,3.0,1.0,30.0
30.0,1.0,1.0,0.0,2,2,0,650.0,0,0,1,3.0,1.0,55.0
19.0,1.0,2.0,2.0,2,2,1,1500.0,0,0,1,3.0,1.0,60.0
12.0,0.0,1.0,2.0,2,1,1,809.0,0,0,0,3.0,1.0,47.0
22.0,1.0,2.0,1.0,3,3,2,1600.0,0,0,1,2.0,2.0,65.0
20.0,0.0,2.0,1.0,3,2,2,1152.0,0,0,1,1.0,2.0,36.0
15.0,1.0,2.0,2.0,2,3,1,1140.0,0,0,1,3.0,1.0,45.0
6.0,1.0,3.0,0.0,7,8,2,5400.0,1,0,2,0.0,1.0,860.0
35.0,1.0,2.0,0.0,5,3,1,1500.0,0,0,1,1.0,1.0,175.0
14.0,1.0,2.0,1.0,3,3,2,800.0,0,0,1,3.0,1.0,42.0
9.0,0.0,5.0,1.0,3,3,2,1320.0,0,0,1,0.0,2.0,55.0
9.0,0.0,2.0,0.0,5,5,2,2172.0,0,0,0,1.0,0.0,300.0
20.0,1.0,2.0,0.0,4,4,1,2144.0,0,0,1,1.0,1.0,125.0
25.0,0.0,1.0,1.0,2,2,1,900.0,0,0,1,0.0,2.0,20.0
26.0,0.0,4.0,1.0,3,2,2,707.4071590700262,0,0,0,3.0,1.0,41.0
26.0,0.0,2.0,0.0,1,1,1,360.0,0,0,1,3.0,2.0,10.0
9.0,0.0,1.0,0.0,3,3,2,1173.8294617535598,0,0,1,1.0,2.0,56.0
36.0,0.0,4.0,1.0,4,4,1,1574.1752715569264,0,0,0,3.0,2.0,95.0
18.0,0.0,3.0,0.0,1,1,1,720.0,0,0,1,0.0,2.0,18.0
20.0,0.0,6.0,0.0,2,2,1,841.0,0,0,0,0.0,2.0,20.5
36.0,0.0,7.0,0.0,4,3,1,1435.0,0,0,0,1.0,2.0,75.0
35.0,1.0,2.0,2.0,3,3,3,2400.0,0,0,1,3.0,2.0,290.0
22.0,1.0,2.0,1.0,3,3,2,1400.0,0,0,1,1.0,1.0,55.0
22.0,0.0,2.0,2.0,2,2,1,960.0,0,0,1,3.0,1.0,23.0
1.0,1.0,3.0,0.0,5,6,3,1406.0,0,0,1,3.0,1.0,225.0
9.0,0.0,1.0,1.0,3,2,2,1100.0,0,0,1,0.0,2.0,56.0
20.0,0.0,3.0,0.0,2,2,2,960.0,0,0,1,1.0,1.0,25.0
20.0,0.0,2.0,0.0,3,3,2,1500.0,0,0,1,0.0,2.0,50.0
10.0,1.0,1.0,1.0,2,2,1,1200.0,0,0,0,3.0,2.0,45.0
5.0,1.0,2.0,1.0,4,4,2,1536.0,0,0,1,1.0,1.0,135.0
10.0,1.0,1.0,0.0,1,1,0,450.0,0,0,1,3.0,1.0,20.0
26.0,0.0,2.0,0.0,2,2,0,730.7282742042029,0,0,1,0.0,2.0,24.0
10.0,1.0,1.0,1.0,1,2,0,816.0,0,0,1,3.0,1.0,25.0
22.0,1.0,1.0,2.0,4,4,1,600.0,0,1,1,3.0,1.0,40.0
9.0,0.0,6.0,1.0,5,4,3,3000.0,0,0,0,1.0,1.0,250.0
3.0,1.0,2.0,2.0,3,2,2,1600.0,0,0,1,3.0,1.0,63.0
10.0,1.0,2.0,2.0,6,6,3,3000.0,0,0,0,3.0,2.0,550.0
22.0,0.0,3.0,2.0,3,2,3,710.5166410879164,0,0,1,1.0,1.0,18.0
7.0,0.0,3.0,1.0,3,2,1,1980.0,0,0,0,0.0,2.0,58.0
9.0,1.0,2.0,2.0,3,2,2,1000.0,0,0,1,1.0,1.0,61.0
7.0,1.0,2.0,3.0,6,6,2,10760.0,1,1,0,0.0,2.0,800.0
9.0,0.0,6.0,1.0,2,2,1,884.0,0,0,1,0.0,2.0,35.5
26.0,1.0,2.0,0.0,4,4,3,1810.0,0,0,1,1.0,1.0,108.0
11.0,1.0,1.0,0.0,1,1,1,550.0,0,0,1,3.0,1.0,16.0
22.0,1.0,2.0,1.0,3,2,1,1035.0,0,0,1,1.0,1.0,65.0
26.0,0.0,2.0,0.0,3,4,1,1640.0,1,0,2,0.0,2.0,55.0
22.0,0.0,5.0,1.0,2,2,2,936.0,0,0,0,3.0,2.0,16.0
18.0,0.0,1.0,1.0,3,3,3,1440.0,1,0,2,2.0,0.0,48.0
9.0,0.0,2.0,2.0,3,2,2,1207.2,0,0,0,3.0,2.0,55.0
10.0,1.0,3.0,1.0,4,4,3,1500.0,0,0,1,3.0,1.0,250.0
21.0,0.0,5.0,1.0,2,2,3,583.0278783544172,0,0,1,0.0,1.0,17.0
18.0,1.0,2.0,0.0,3,3,1,1896.0,0,0,1,0.0,2.0,63.0
6.0,1.0,2.0,2.0,4,4,2,2200.0,0,0,1,0.0,2.0,140.0
35.0,1.0,1.0,2.0,4,2,0,1100.0,0,0,1,1.0,1.0,45.0
20.0,0.0,3.0,0.0,2,2,2,870.0,0,0,0,3.0,2.0,25.5
28.0,1.0,1.0,1.0,2,2,0,750.0,0,0,1,3.0,1.0,30.0
24.0,0.0,3.0,1.0,2,2,2,632.0,0,0,1,0.0,2.0,20.0
15.0,1.0,3.0,2.0,2,6,2,2000.0,0,0,1,1.0,1.0,110.0
10.0,1.0,2.0,0.0,2,5,3,900.0,0,0,1,1.0,1.0,75.0
5.0,1.0,2.0,0.0,4,4,2,1536.0,0,0,1,1.0,1.0,130.0
3.0,1.0,2.0,1.0,3,3,1,1000.0,0,0,1,0.0,1.0,60.0
14.0,1.0,2.0,0.0,3,3,2,1165.0,0,0,2,0.0,0.0,100.0
6.0,0.0,5.0,1.0,3,3,2,1361.0,0,0,0,3.0,2.0,60.0
12.0,0.0,6.0,1.0,2,2,1,804.0,0,0,0,3.0,1.0,55.0
4.0,1.0,2.0,1.0,4,5,2,4500.0,1,0,0,0.0,2.0,270.0
3.0,1.0,1.0,0.0,2,1,0,1000.0,0,1,1,3.0,1.0,75.0
20.0,0.0,4.0,0.0,2,2,2,858.0,0,0,1,0.0,2.0,36.75
18.0,0.0,5.0,1.0,3,2,2,1620.0,0,0,1,0.0,2.0,41.0
19.0,0.0,5.0,0.0,2,2,2,840.0,0,0,1,1.0,2.0,22.5
13.0,0.0,1.0,2.0,2,2,2,678.0,0,0,1,3.0,1.0,38.0
15.0,0.0,4.0,0.0,2,2,1,1020.0,0,0,1,3.0,1.0,19.0
4.0,0.0,3.0,0.0,1,1,2,550.0,0,0,0,3.0,2.0,21.9
20.0,1.0,2.0,1.0,4,3,2,2100.0,0,0,1,3.0,2.0,75.0
3.0,1.0,2.0,1.0,3,2,2,500.0,0,0,1,3.0,1.0,35.0
15.0,0.0,2.0,0.0,2,2,2,840.0,0,0,1,3.0,1.0,21.5
6.0,1.0,2.0,1.0,5,5,3,4800.0,0,0,2,1.0,1.0,325.0
10.0,1.0,3.0,2.0,3,4,2,1800.0,1,1,1,3.0,1.0,40.0
9.0,0.0,1.0,2.0,3,2,1,918.0,0,0,0,1.0,1.0,32.0
19.0,1.0,2.0,2.0,7,7,0,1250.0,0,0,1,3.0,1.0,100.0
33.0,0.0,2.0,1.0,3,2,3,1320.0,0,0,1,1.0,2.0,45.0
15.0,0.0,4.0,0.0,3,2,1,1200.0,0,0,1,1.0,1.0,25.0
22.0,0.0,1.0,0.0,2,1,1,759.6,0,0,1,3.0,1.0,14.5
20.0,0.0,1.0,0.0,1,1,0,540.0,0,0,0,1.0,1.0,13.5
15.0,1.0,2.0,0.0,3,2,2,600.0,0,0,1,1.0,2.0,47.0
4.0,1.0,1.0,2.0,6,5,0,4000.0,0,0,1,1.0,1.0,320.0
27.0,0.0,2.0,1.0,2,2,3,1296.0,0,0,1,1.0,2.0,25.0
15.0,0.0,3.0,1.0,1,1,1,422.4,0,0,1,3.0,1.0,8.0
18.0,1.0,2.0,0.0,4,3,2,1176.0,0,0,1,1.0,1.0,135.0
15.0,1.0,3.0,2.0,4,12,2,7000.0,1,0,1,3.0,1.0,125.0
1.0,1.0,2.0,2.0,3,2,1,1500.0,0,0,1,1.0,1.0,190.0
26.0,0.0,6.0,1.0,2,2,2,1440.0,0,0,1,3.0,1.0,36.0
